name,station,date
Phil Collins - You'll Be in My Heart,oe3,2021-04-30 09:39:01.476471
Philip Bailey & Phil Collins - Easy Lover,radiowien,2021-04-25 14:33:02.329277
Phoebe Bridgers - Kyoto | FM4 Morning Show,fm4,2021-04-25 05:30:01.636013
Phoebe Bridgers - Kyoto | FM4 Sleepless,fm4,2021-04-29 03:54:03.138781
Phoenix - Everything Is Everything | FM4 Sleepless,fm4,2021-04-28 00:33:02.046404
Phoenix - J-Boy | FM4 Morning Show,fm4,2021-04-22 06:42:02.752932
Pilots On Dope - Isto E Samba (Stereotyp Rmx),fm4,2021-04-25 08:42:04.006398
Pink  Nate Ruess - Just Give Me One Reason,oe3,2021-04-27 18:45:02.011603
Pink & Nate Ruess - Just Give Me A Reason,radiowien,2021-04-28 17:39:01.744702
Pink & Willow Sage Hart - Cover Me In Sunshine,radiowien,2021-04-29 15:27:02.662152
Pink & Willow Sage Hart - Cover Me in Sunshine,oe3,2021-05-01 05:06:01.248546
Pink - A Million Dreams,radiowien,2021-04-30 13:15:02.440834
Pink - Beautiful Trauma,radiowien,2021-05-02 01:21:01.461590
Pink - Blow Me (One Last Kiss),oe3,2021-05-01 07:24:01.541271
Pink - Dear Mr. President,oe3,2021-04-25 13:54:04.329812
Pink - Fuckin' Perfect,radiowien,2021-04-26 01:33:02.340403
Pink - Raise Your Glass,oe3,2021-05-01 10:51:01.056083
Pink - Sober,oe3,2021-04-19 03:42:02.153289
Pink - Try,oe3,2021-04-19 11:39:01.216428
Pink - Walk Me Home,oe3,2021-04-30 04:36:02.651941
Pink - What about us,radiowien,2021-04-26 11:54:02.829700
Pink - Who Knew,oe3,2021-04-22 07:18:01.753746
Pink Floyd   Yello  neue Album-VÃs 2021,radiowien,2021-04-30 04:27:02.396591
Pink Floyd - Another Brick In The Wall,radiowien,2021-04-23 15:18:02.252285
Pink Floyd - Another Brick in the Wall,oe3,2021-04-20 17:24:00.950624
Pink Floyd - Money,radiowien,2021-04-30 22:30:02.348743
Pink Indigo Girls - Dear Mr.President,radiowien,2021-04-26 06:42:01.935355
Pink feat. Cash Cash - Can We Pretend,oe3,2021-05-02 06:18:01.454515
Pinpilinpussies - Noventas | FM4 Sleepless,fm4,2021-04-28 00:27:01.828663
"Pinpilinpussies - Noventas | FM4 You're At Home, Baby!",fm4,2021-04-19 10:48:02.302975
Pippa - Wien du machst mich verrückt | FM4 Soundpark,fm4,2021-04-26 04:00:02.430515
Pitbull  Christina Aguilera - Feel This Moment,oe3,2021-04-28 22:21:02.228344
Pitbull - Back in Time,oe3,2021-05-02 03:36:00.913751
Pitbull feat. Ke$ha - Timber,oe3,2021-04-29 01:18:00.843459
"Pitbull feat. Ne-Yo, Afrojack & Nayer - Give Me Everything",oe3,2021-04-26 18:36:01.875810
Pixies - Catfish Kate | FM4 Connected,fm4,2021-04-19 16:03:02.660006
"Pizzera & Jaus - Danke, gut!",oe3,2021-04-30 18:42:01.802727
Pizzera & Jaus - Eine ins Leben,oe3,2021-04-30 04:45:01.304809
Pizzera & Jaus - Hooligans,oe3,2021-04-19 22:24:01.511587
Pizzera & Jaus - Kaleidoskop,oe3,2021-04-19 19:54:01.860186
Pizzera & Jaus - liebe zum mitnehmen,oe3,2021-04-29 21:33:02.028662
"Pizzera & Jaus - wer, wenn net du",oe3,2021-05-02 08:24:01.441014
Placebo - Every You Every Me (MTV Unplugged),fm4,2021-05-01 11:18:02.157687
"Placebo - Johnny & Mary | FM4 You're At Home, Baby!",fm4,2021-04-22 10:06:02.562379
PlanningToRock - Transome | FM4 Connected,fm4,2021-04-21 15:42:02.751282
"Platos Dream - Waterfall | FM4 You're At Home, Baby!",fm4,2021-04-26 10:45:02.544116
Please Madame - Shadows,oe3,2021-04-21 21:51:01.427380
Podcast: Ambra fragt Michi Buchinger über seine Privatsphäre,fm4,2021-04-24 04:15:02.389178
Podcast: Ambra fragt Sara Hassan,fm4,2021-04-30 11:45:02.246774
Pointer Sisters - Fire,radiowien,2021-04-25 02:51:02.728782
Pointer Sisters - I'm So Excited,radiowien,2021-04-24 07:33:02.222615
Pointer Sisters - Jump,radiowien,2021-04-26 11:06:02.030436
Pointer Sisters - Slow Hand,radiowien,2021-04-30 16:00:02.300832
Poison - Every Rose Has Its Thorn,radiowien,2021-04-30 10:36:02.154304
Poldoore - In Your Head | FM4 Sound Selection Sunny,fm4,2021-04-22 02:21:04.073164
Poldoore - In Your Head | FM4 Sunny Side Up,fm4,2021-04-18 09:24:03.637763
"Polica - Lime Habit | FM4 You're At Home, Baby!",fm4,2021-04-23 09:12:02.763382
"Police - De Do Do Do, De Da Da Da",radiowien,2021-04-21 10:39:01.637919
Police - Don't Stand So Close To Me,radiowien,2021-05-01 08:57:02.455845
Police - Every Breath You Take,radiowien,2021-04-27 00:06:02.239879
Police - Every Little Thing She Does Is Magic,radiowien,2021-04-24 05:15:02.055969
Police - Roxanne,radiowien,2021-05-01 16:48:03.937862
Police - Walking On The Moon,radiowien,2021-04-27 17:54:01.855678
Polyphonic Spree - Hold Me Now | FM4 Morning Show,fm4,2021-04-25 07:48:02.336992
"Polyphonic Spree - Hold Me Now | FM4 You're At Home, Baby!",fm4,2021-04-24 08:57:02.551888
Poolside & Drama - I Feel High | FM4 Connected,fm4,2021-04-24 13:57:02.033568
Poolside & Drama - I Feel High | FM4 Hallo FM4,fm4,2021-04-18 11:06:02.303483
Poolside & Drama - I Feel High | FM4 Homebase,fm4,2021-04-26 19:39:02.337871
"Pop Diary: Heute vor 27 Jahren erscheint ""Illmatic"" von Nas",fm4,2021-04-19 17:48:02.560959
Poptracker feat. Ariana - Hold,oe3,2021-05-01 02:51:01.837087
Poptracker feat. Ariana - You,oe3,2021-04-25 23:48:01.331183
Poptracker feat. Nathan Trent - Won't Let You Go,oe3,2021-05-02 01:27:01.834226
Porridge Radio - 7 Seconds | FM4 Connected,fm4,2021-04-29 14:30:03.054758
Porridge Radio - 7 Seconds | FM4 Morning Show,fm4,2021-05-01 05:24:02.314020
Porridge Radio - 7 Seconds | FM4 Sleepless,fm4,2021-04-28 00:45:01.930505
"Porridge Radio - 7 Seconds | FM4 You're At Home, Baby!",fm4,2021-04-27 11:12:02.754166
Portable Payback - Relax | FM4 Morning Show,fm4,2021-04-29 05:42:02.452233
Porter Robinson - Look at the Sky | FM4 Zimmerservice,fm4,2021-04-25 17:06:03.710891
Portishead - All Mine | FM4 Sound Selection Sunny,fm4,2021-04-29 02:21:01.750581
Portugal The Man - Modern Jesus | FM4 Connected,fm4,2021-04-28 14:48:02.432709
Post Malone - Better Now | FM4 Connected,fm4,2021-04-23 16:45:03.710995
Post Malone - Circles,oe3,2021-05-01 04:30:01.619372
Post Malone - Only Wanna Be With You,oe3,2021-05-01 23:21:01.324484
Postcards - Home Is So Sad | FM4 Connected,fm4,2021-04-27 15:12:05.121954
Pote ft. Damon Albarn - Young Lies | FM4 Charts,fm4,2021-05-01 15:45:02.872175
Pote ft. Damon Albarn - Young Lies | FM4 Connected,fm4,2021-04-29 13:06:03.002591
Pote ft. Damon Albarn - Young Lies | FM4 Hallo FM4,fm4,2021-04-18 13:45:02.041264
Pote ft. Damon Albarn - Young Lies | FM4 Homebase,fm4,2021-04-27 18:21:02.863241
Pote ft. Damon Albarn - Young Lies | FM4 Morning Show,fm4,2021-04-30 04:21:02.099070
Pote ft. Damon Albarn - Young Lies | FM4 Sleepless,fm4,2021-04-28 23:42:02.462581
Pote ft. Damon Albarn - Young Lies | FM4 Sound Selection Charts,fm4,2021-04-27 01:09:01.741584
Pote ft. Damon Albarn - Young Lies | FM4 Sunny Side Up,fm4,2021-04-25 10:36:02.249723
"Pote ft. Damon Albarn - Young Lies | FM4 You're At Home, Baby!",fm4,2021-05-01 09:36:04.159095
PowFu ft. beabadobee - Deathbed (Coffee For Your Head),fm4,2021-05-01 04:39:02.658941
Prefab Sprout - Cars And Girls | FM4 Connected,fm4,2021-04-20 14:21:02.561810
Pressyes - Lus U | FM4 Charts,fm4,2021-05-01 15:57:03.157711
Pressyes - Lus U | FM4 Connected,fm4,2021-04-28 15:27:04.305002
Pressyes - Lus U | FM4 Hallo FM4,fm4,2021-04-25 13:18:02.836365
Pressyes - Lus U | FM4 Homebase,fm4,2021-04-19 17:33:03.159065
Pressyes - Lus U | FM4 Morning Show,fm4,2021-05-02 06:24:02.838411
Pressyes - Lus U | FM4 Sound Selection Charts,fm4,2021-04-27 02:54:04.486926
Pressyes - Lus U | FM4 Sunny Side Up,fm4,2021-04-18 09:42:02.337302
"Pressyes - Lus U | FM4 You're At Home, Baby!",fm4,2021-04-30 08:48:02.106000
Pretenders - Don't Get Me Wrong,radiowien,2021-05-01 07:18:02.357935
Pretenders - Hymn To Her,radiowien,2021-04-24 18:45:03.231494
Pretty Reckless - And So It Went (feat. Tom Morello),fm4,2021-04-30 17:09:03.151020
Prince & Revolution - Sometimes It Snows In April,fm4,2021-04-24 11:27:02.942278
Prince & The Revolution - Kiss,radiowien,2021-04-24 21:33:01.846073
Prince - 1999,oe3,2021-04-18 18:54:01.798304
Prince - Alphabet St.,radiowien,2021-04-30 18:15:01.860214
Prince - Cream,radiowien,2021-05-01 19:48:01.261643
Prince - Kiss,oe3,2021-04-29 16:06:01.800736
Prince - Little Red Corvette,radiowien,2021-04-28 04:51:02.528801
Prince - Purple Rain,radiowien,2021-05-01 03:33:01.448915
Prince - Raspberry Beret,radiowien,2021-04-28 20:00:02.546299
Prince - Sign O' The Times,radiowien,2021-04-28 10:33:04.645281
Prince - Starfish And Coffee,radiowien,2021-04-29 00:21:02.128569
Prince - Welcome 2 America | FM4 Connected,fm4,2021-04-21 14:30:01.831262
Prince And The New Power Generation - Diamonds And Pearls,radiowien,2021-04-30 07:57:02.149270
Princess Ananda - Cool Vibrations Never Die,fm4,2021-04-20 08:33:02.552145
Princess Chelsea - The Cigarette Duet | FM4 Morning Show,fm4,2021-05-02 06:18:02.994488
Princess Nokia - Green Eggs & Ham | FM4 Hallo FM4,fm4,2021-04-25 14:00:02.344164
Princess Nokia - Green Eggs & Ham | FM4 Morning Show,fm4,2021-04-28 07:00:02.144740
"Princess Nokia - Green Eggs & Ham | FM4 You're At Home, Baby!",fm4,2021-04-21 09:00:04.749708
Proclaimers - I'm Gonna Be (500 Miles),radiowien,2021-04-23 21:18:01.961460
Procol Harum - A Whiter Shade Of Pale,radiowien,2021-04-26 17:45:02.665640
Procol Harum - Conquistador,radiowien,2021-04-30 19:09:01.961300
Prodigy - Firestarter | FM4 Sound Selection Classic,fm4,2021-04-30 01:06:02.477138
Projekt X: Etymologe Richard Ewalter zu Gast bei Richard Ger ...,fm4,2021-04-22 22:03:02.554146
Projekt X: Helga Steppdanz und Toni Innauer Teil 1,fm4,2021-04-29 22:03:02.055312
Projekt X: Helga Steppdanz und Toni Innauer Teil 2,fm4,2021-04-29 22:27:01.952429
Projekt X: Helga Steppdanz und Toni Innauer Teil 3,fm4,2021-04-29 22:45:02.030845
"Public Enemy - State Of The Union | FM4 You're At Home, Baby!",fm4,2021-04-30 10:00:02.415969
Puff Daddy & Faith Evans - I'll Be Missing You,oe3,2021-04-25 00:12:01.408863
Pulp - Disco 2000,oe3,2021-04-28 18:27:01.512851
Pupo - Su Di Noi,radiowien,2021-04-23 18:15:02.857253
"Purity Ring - Fineshrine | FM4 You're At Home, Baby!",fm4,2021-04-21 11:45:02.556982
Purple Disco Machine & Sophie and the Giants - Hypnotized,oe3,2021-05-02 05:09:01.893718
Purple Disco Machine feat. Moss Kena & The Knocks - Fireworks,oe3,2021-05-02 03:54:00.827864
Purple Disco Machine ft. Joe Killington - Devil In Me,fm4,2021-04-28 04:54:02.762638
Pussycat Dolls - Sway,radiowien,2021-04-30 01:36:01.955744
Putzen  Eine Kulturtechnik von Sonja Stummerer und Martin H ...,fm4,2021-04-27 16:48:02.752049
Quarterflash - Harden My Heart,radiowien,2021-04-26 04:18:01.736128
Queen  David Bowie - Under Pressure,oe3,2021-04-25 02:18:01.229219
Queen - '39,radiowien,2021-04-25 17:54:02.329986
Queen - A Kind Of Magic,radiowien,2021-04-24 06:36:02.435588
Queen - A Kind of Magic,oe3,2021-04-28 22:12:01.929416
Queen - Another One Bites the Dust,oe3,2021-04-26 07:21:01.503896
Queen - Bicycle Race,radiowien,2021-04-26 03:45:05.645094
Queen - Bohemian Rhapsody,oe3,2021-04-30 10:36:01.349644
Queen - Crazy Little Thing Called Love,radiowien,2021-05-02 05:24:01.636400
Queen - Don't Stop Me Now,radiowien,2021-04-24 15:42:02.356162
Queen - Don't Stop Me Now | FM4 Projekt X,fm4,2021-04-29 22:42:02.051985
Queen - Heaven For Everyone,radiowien,2021-04-29 06:39:01.863354
Queen - I Want It All,radiowien,2021-05-01 01:18:01.360046
Queen - I Want To Break Free,radiowien,2021-04-23 03:06:02.254145
Queen - I Want to Break Free,oe3,2021-04-30 16:36:03.995756
Queen - In Only Seven Days,radiowien,2021-04-30 20:54:02.548530
Queen - It's A Hard Life,radiowien,2021-04-21 20:39:04.167165
Queen - Leaving Home Ain't Easy,radiowien,2021-04-28 01:48:02.228311
Queen - Love Of My Life,radiowien,2021-04-27 20:57:02.254733
Queen - Now I'm Here,oe3,2021-04-18 18:18:01.203519
Queen - Radio Ga Ga,oe3,2021-04-26 23:15:01.112418
Queen - Somebody To Love,radiowien,2021-04-28 19:00:03.228587
Queen - Spread Your Wings,radiowien,2021-04-30 11:57:02.149427
Queen - The Show Must Go On,oe3,2021-04-30 14:36:01.832730
Queen - These Are The Days Of Our Lives,radiowien,2021-04-28 08:39:02.328884
Queen - We Are The Champions,radiowien,2021-04-30 03:27:01.848959
Queen - We Will Rock You,radiowien,2021-04-27 05:54:04.106506
Queen - Who Needs You,radiowien,2021-04-23 21:48:01.667702
Queen - Who Wants To Live Forever,radiowien,2021-04-22 00:57:02.550485
Queen - You Don't Fool Me,radiowien,2021-04-28 23:30:02.035765
Queen - You're My Best Friend,radiowien,2021-04-24 11:18:02.737234
Queens Of The Stone Age - I Sat By The Ocean | FM4 Morning Show,fm4,2021-04-19 05:12:02.716699
Queens Of The Stone Age - Make It Wit Chu,fm4,2021-04-23 01:06:02.451156
Queens Of The Stone Age - Make It Wit Chu | FM4 Sleepless,fm4,2021-04-27 23:12:02.681816
Quincy Jones & Patti Austin - Razzamatazz,radiowien,2021-04-24 23:57:01.929850
Quincy JonesCharles May - Ai No Corrida,radiowien,2021-05-02 00:57:01.558422
R. City feat. Adam Levine - Locked Away,oe3,2021-05-01 01:36:01.534111
R.E.M. - All The Way To Reno,radiowien,2021-04-29 02:30:01.538937
R.E.M. - Everybody Hurts,radiowien,2021-04-26 02:51:02.429793
R.E.M. - Imitation Of Life,radiowien,2021-04-28 09:33:02.452867
R.E.M. - Leaving New York,radiowien,2021-04-27 16:48:02.251369
R.E.M. - Losing My Religion,oe3,2021-04-29 08:06:01.551859
R.E.M. - Man On The Moon,radiowien,2021-04-30 17:18:02.448720
R.E.M. - Man on the Moon,oe3,2021-04-26 06:39:01.094858
R.E.M. - Shiny Happy People,radiowien,2021-04-28 19:09:01.907961
R.E.M. - The One I Love,oe3,2021-04-21 18:39:01.853357
R.E.M. - The Sidewinder Sleeps Tonite,radiowien,2021-04-24 08:27:01.737065
REO Speedwagon - Can't Fight This Feeling,radiowien,2021-04-29 01:33:02.528022
REO Speedwagon - Keep On Loving You,radiowien,2021-05-01 21:06:01.768076
REO Speedwagon - Keep on Loving You,oe3,2021-04-27 08:09:02.044208
REO Speedwagon - Take It On The Run,radiowien,2021-04-28 10:54:02.230086
RIAN - Cry for You,oe3,2021-04-21 23:48:01.914470
RIAN - For All I Know,oe3,2021-04-20 00:45:01.421945
RIAN - Moonlight,oe3,2021-05-02 03:42:01.314511
ROCK ANTENNE - Rock Nonstop,oe3,2021-04-22 07:24:01.050908
RZA  Xavier Naidoo - Ich kenne nichts (das so schÃ¶n ist wie du),oe3,2021-04-19 10:21:01.102916
Rachel Platten - Fight Song,oe3,2021-04-29 13:24:06.313980
"Raconteurs - Help Me Stranger | FM4 You're At Home, Baby!",fm4,2021-04-28 10:48:02.031188
Radio Diffusion - Bhvl | FM4 Sleepless,fm4,2021-04-22 23:57:01.951272
Radio TEDDY - COOL,fm4,2021-04-24 16:12:03.034790
Radio Wien - Einfach gute Musik,radiowien,2021-05-02 07:24:03.342867
Radiohead - Creep,radiowien,2021-04-29 20:24:01.936495
Radiohead - High & Dry | FM4 Connected,fm4,2021-04-28 16:36:02.133508
Radiohead - High & Dry | FM4 Sound Selection Classic,fm4,2021-04-23 01:27:02.850408
Radiohead - Jigsaw Falling Into Place,fm4,2021-04-30 02:45:02.696154
Radiohead - Paranoid Android | FM4 Morning Show,fm4,2021-04-23 05:51:02.553585
Rae Sremmurd - This Could Be Us | FM4 Morning Show,fm4,2021-04-23 05:57:02.151595
"Rae Sremmurd - This Could Be Us | FM4 You're At Home, Baby!",fm4,2021-04-19 10:21:01.942834
Raen Talion & No Alter Boy - XI | FM4 Morning Show,fm4,2021-04-19 04:21:02.009840
Raen Talion & No Alter Boy - XI | FM4 Sleepless,fm4,2021-04-23 04:00:02.370657
"Raen Talion & No Alter Boy - XI | FM4 You're At Home, Baby!",fm4,2021-05-01 08:39:02.854387
Rag'n'Bone Man & Pink - Anywhere Away from Here,oe3,2021-05-01 03:45:01.625034
Rag'n'Bone Man - All You Ever Wanted,oe3,2021-05-02 04:33:01.754023
Rag'n'Bone Man - Skin,oe3,2021-04-27 08:18:01.083218
RagNBone Man - Human,radiowien,2021-04-25 02:33:01.348278
Rainhard Fendrich - A Jeder is zum hab'n,radiowien,2021-04-19 21:15:02.852920
Rainhard Fendrich - Brueder,radiowien,2021-04-25 20:45:01.863230
Rainhard Fendrich - Der Himmel wuerfelt leider nicht,radiowien,2021-04-27 18:48:01.845613
Rainhard Fendrich - Der Wind,radiowien,2021-04-26 16:18:02.310559
Rainhard Fendrich - Engel,radiowien,2021-05-02 03:18:01.750415
Rainhard Fendrich - Es lebe der Sport,oe3,2021-04-29 04:42:01.127965
"Rainhard Fendrich - Es tuat so weh, wenn ma verliert",radiowien,2021-04-27 00:45:02.038425
Rainhard Fendrich - I Am From Austria,radiowien,2021-04-24 02:45:01.736330
Rainhard Fendrich - Kein schoener Land,radiowien,2021-04-25 10:45:02.041956
Rainhard Fendrich - Macho Macho,oe3,2021-04-27 19:12:01.318523
Rainhard Fendrich - Malibu,oe3,2021-04-22 07:45:01.057445
Rainhard Fendrich - Manchmal denk i no an di,radiowien,2021-04-30 00:51:01.959805
Rainhard Fendrich - Schickeria,oe3,2021-04-29 19:24:01.336442
Rainhard Fendrich - Traenen trocknen schnell,radiowien,2021-04-25 04:48:02.330041
Rainhard Fendrich - TrÃ¤nen trocknen schnell,oe3,2021-04-27 14:39:01.238250
Rainhard Fendrich - Von Zeit zu Zeit,radiowien,2021-04-21 04:21:02.352842
Rainhard Fendrich - Vue schoener is des G'fuehl,radiowien,2021-04-24 21:48:01.729223
Rainhard Fendrich - VÃ¼ schÃ¶ner is des G'fÃ¼hl,oe3,2021-04-27 10:42:01.140954
Rainhard Fendrich - Weus'd a Herz hast wia a Bergwerk,oe3,2021-04-30 14:15:01.648860
Rainhard Fendrich - Wie Tag und Nacht,radiowien,2021-04-28 03:15:01.839504
Rakede - Jetzt Gehst Du Weg | FM4 Zimmerservice,fm4,2021-04-18 18:33:03.038826
Rakim - Guess Who's Back | FM4 Morning Show,fm4,2021-04-21 05:48:02.350672
Randy Crawford - Rainy Night In Georgia,radiowien,2021-04-30 02:21:01.860430
Randy CrawfordCrusaders - Street Life,radiowien,2021-04-26 19:48:02.239248
Randy Meisner - Hearts On Fire,radiowien,2021-04-29 23:54:04.612723
Randy Newman - Short People,radiowien,2021-04-28 03:00:04.342890
Randy Newman - We Belong Together,radiowien,2021-04-28 13:33:03.050143
Randy Newman - You've Got A Friend In Me,radiowien,2021-04-29 13:00:03.763400
Randy Vanwarmer - Just When I Needed You Most,radiowien,2021-04-27 00:24:02.741090
Rapid geht mit zwei Siegen über WSF Tirol in die Pause,radiowien,2021-04-29 05:51:04.686449
Rapsody ft. GZA & D'Angelo - Ibtihaj | FM4 Morning Show,fm4,2021-04-28 04:57:02.045564
"Rapsody ft. GZA & D'Angelo - Ibtihaj | FM4 You're At Home, Baby!",fm4,2021-04-30 11:48:02.938048
Ray Dalton - In My Bones,oe3,2021-04-24 09:24:01.412103
"Rayland Baxter - Casanova | FM4 You're At Home, Baby!",fm4,2021-04-20 11:45:02.457756
Razz - Like You | FM4 Connected,fm4,2021-05-01 14:06:03.259292
Razz - Like You | FM4 Morning Show,fm4,2021-04-25 04:12:02.736421
Razz - Like You | FM4 Sleepless,fm4,2021-04-20 23:03:02.455403
"Razz - Like You | FM4 You're At Home, Baby!",fm4,2021-04-27 11:24:02.639028
ReCycling: Manu Delago geht 2021 mit dem Fahrad auf Tour,fm4,2021-04-27 13:27:02.051316
Rea Garvey & VIZE - The One,oe3,2021-05-02 01:06:01.618840
Rea Garvey - Let's Be Lovers Tonight (Deepend Remix),oe3,2021-04-28 14:18:01.617502
Rea Garvey - Talk to Your Body,oe3,2021-05-01 15:54:01.409365
Rea Garvey feat. Kool Savas - Is It Love?,oe3,2021-04-27 23:36:01.628435
Real Thing - Can't Get By Without You,radiowien,2021-04-24 20:57:02.130729
Real Thing - You To Me Are Everything,radiowien,2021-05-01 04:15:04.149312
Reamonn - Supergirl,radiowien,2021-04-26 08:36:02.341056
Rebecca_1147 - Until The Sun,radiowien,2021-04-23 02:15:01.262581
Rebekka Karijord - Giant | FM4 Morning Show,fm4,2021-04-28 06:00:02.629186
Red Astaire - Follow Me | FM4 Sleepless,fm4,2021-04-21 00:30:01.551317
Red Hot Chili Peppers - By the Way,oe3,2021-04-24 17:15:01.588739
Red Hot Chili Peppers - Californication,radiowien,2021-04-30 08:57:02.266544
Red Hot Chili Peppers - Can't Stop,oe3,2021-05-01 20:15:01.557353
Red Hot Chili Peppers - Otherside,oe3,2021-04-30 00:45:01.527950
Red Hot Chili Peppers - Parallel Universe,oe3,2021-04-18 19:06:01.407988
Red Hot Chili Peppers - Snow (Hey Oh),oe3,2021-04-22 17:18:01.143114
Red Hot Chili Peppers - Under The Bridge,radiowien,2021-04-22 07:57:03.158516
Red Hot Chili Peppers - Under the Bridge,oe3,2021-04-25 11:39:01.631905
Reden Sie mit: Ãsterreich hilft Ãsterreich,radiowien,2021-04-27 09:15:01.753303
Rednex - Cotton Eye Joe,oe3,2021-04-30 08:09:01.441583
Regina Spektor - On The Radio | FM4 Connected,fm4,2021-05-01 14:45:02.607360
"Regina Spektor - On The Radio | FM4 You're At Home, Baby!",fm4,2021-04-29 10:09:02.462069
Rembrandts - I'll Be There For You,radiowien,2021-05-02 06:12:01.853289
