,name,station,date,artist,song
7027,Game: Buildings Have Feelings Too! That's cute!,fm4,2021-04-22 15:24:02.258002,Game: Buildings Have Feelings Too! That's cute!,Game: Buildings Have Feelings Too! That's cute!
7028,Game: Sefirot ist Tarotkarten legen reloaded,fm4,2021-04-21 16:45:01.958147,Game: Sefirot ist Tarotkarten legen reloaded,Game: Sefirot ist Tarotkarten legen reloaded
7029,Gamper & Dadoni feat. Emily Roberts - Bittersweet Symphony,oe3,2021-04-29 13:15:02.188396,Gamper & Dadoni feat. Emily Roberts , Bittersweet Symphony
7030,Gang Starr - Family And Loyalty (ft J. Cole) ,fm4,2021-04-29 14:48:02.237788,Gang Starr , Family And Loyalty (ft J. Cole) 
7031,Gangsta L - Lucha Bros Theme Song ,fm4,2021-04-19 07:21:02.442752,Gangsta L , Lucha Bros Theme Song 
7032,Garbage - The World Is Not Enough,radiowien,2021-04-28 06:57:01.745814,Garbage , The World Is Not Enough
7033,Garish - Spuk ,fm4,2021-04-23 11:30:02.497613,Garish , Spuk 
7034,Gary Barlow - Let Me Go,radiowien,2021-04-30 10:09:04.705426,Gary Barlow , Let Me Go
7035,Gary Barlow - Love Won't Wait,radiowien,2021-04-30 05:18:02.361482,Gary Barlow , Love Won't Wait
7036,Gary Lux - Kinder dieser Welt,radiowien,2021-04-29 02:09:01.846050,Gary Lux , Kinder dieser Welt
7037,Gary Moore - Still Got The Blues (For You),radiowien,2021-04-30 19:45:02.555300,Gary Moore , Still Got The Blues (For You)
7038,Gashtla - Computermusik (Krankl Kicks) ,fm4,2021-04-21 19:33:02.255791,Gashtla , Computermusik (Krankl Kicks) 
7039,Gashtla - Computermusik (Krankl Kicks) ,fm4,2021-04-23 00:54:02.552749,Gashtla , Computermusik (Krankl Kicks) 
7040,Gavin DeGraw - Make A Move,radiowien,2021-04-29 05:36:02.732492,Gavin DeGraw , Make A Move
7041,Gazebo - I Like Chopin,radiowien,2021-05-02 06:21:02.195305,Gazebo , I Like Chopin
7042,"Gazelle & the Bear - Two, One ",fm4,2021-04-26 01:27:01.930059,Gazelle & the Bear ," Two, One "
7043,Genesis - Follow You Follow Me,radiowien,2021-04-30 17:09:02.552977,Genesis , Follow You Follow Me
7044,Genesis - Hold On My Heart,radiowien,2021-04-29 08:45:02.750425,Genesis , Hold On My Heart
7045,Genesis - I Can't Dance,radiowien,2021-04-23 18:36:02.556469,Genesis , I Can't Dance
7046,Genesis - Invisible Touch,radiowien,2021-04-29 03:33:02.560595,Genesis , Invisible Touch
7047,Genesis - Jesus He Knows Me,radiowien,2021-04-27 11:15:01.652856,Genesis , Jesus He Knows Me
7048,Genesis - Land of Confusion,oe3,2021-05-01 04:42:01.912806,Genesis , Land of Confusion
7049,Genesis - Mama,oe3,2021-04-26 18:39:01.007264,Genesis , Mama
7050,Genesis - That's All,radiowien,2021-04-27 17:36:02.663405,Genesis , That's All
7051,Georg Danzer - Doppelgaenger,radiowien,2021-04-25 03:15:01.634749,Georg Danzer , Doppelgaenger
7052,Georg Danzer - Grosse Dinge,radiowien,2021-04-18 19:18:02.650135,Georg Danzer , Grosse Dinge
7053,Georg Danzer - Joe schau,radiowien,2021-05-02 00:48:01.267792,Georg Danzer , Joe schau
7054,Georg Danzer - Lass mi amoi no d'Sunn aufgeh' segn,oe3,2021-04-29 19:06:01.377008,Georg Danzer , Lass mi amoi no d'Sunn aufgeh' segn
7055,Georg Danzer - Ollas leiwaund,radiowien,2021-04-21 00:15:01.735979,Georg Danzer , Ollas leiwaund
7056,Georg Danzer - Weisse Pferde,radiowien,2021-04-29 18:18:03.052048,Georg Danzer , Weisse Pferde
7057,Georg Danzer - WeiÃe Pferde,oe3,2021-04-27 19:27:01.314329,Georg Danzer , WeiÃe Pferde
7058,Georg Danzer - Zombieball,radiowien,2021-04-27 22:18:02.540519,Georg Danzer , Zombieball
7059,Georg Neumann - I Am Yours,radiowien,2021-05-01 21:36:01.750577,Georg Neumann , I Am Yours
7060,George Benson - Give Me The Night,radiowien,2021-04-25 22:30:02.591302,George Benson , Give Me The Night
7061,George Benson - Kisses In The Moonlight,radiowien,2021-04-27 19:57:02.052735,George Benson , Kisses In The Moonlight
7062,George Benson - Never Give Up On A Good Thing,radiowien,2021-04-25 14:51:02.548031,George Benson , Never Give Up On A Good Thing
7063,George Benson - On Broadway,radiowien,2021-04-29 23:57:02.444675,George Benson , On Broadway
7064,George Benson - Turn Your Love Around,radiowien,2021-04-29 11:12:02.044538,George Benson , Turn Your Love Around
7065,George Ezra - Blame It On Me,radiowien,2021-04-25 23:33:02.043360,George Ezra , Blame It On Me
7066,George Ezra - Blame It on Me,oe3,2021-04-18 09:24:02.210021,George Ezra , Blame It on Me
7067,George Ezra - Budapest,radiowien,2021-05-01 09:09:02.758348,George Ezra , Budapest
7068,George Ezra - Don't matter now,radiowien,2021-04-30 12:12:01.750680,George Ezra , Don't matter now
7069,George Ezra - Hold My Girl,radiowien,2021-04-29 05:27:02.335854,George Ezra , Hold My Girl
7070,George Ezra - Listen to the man,radiowien,2021-04-28 01:33:02.428284,George Ezra , Listen to the man
7071,George Ezra - Paradise,oe3,2021-04-29 04:24:03.253299,George Ezra , Paradise
7072,George Ezra - Paradise ,fm4,2021-05-02 05:54:02.439370,George Ezra , Paradise 
7073,George Ezra - Pretty Shining People,oe3,2021-04-30 03:30:01.756089,George Ezra , Pretty Shining People
7074,George Ezra - Shotgun,radiowien,2021-04-30 19:21:02.365548,George Ezra , Shotgun
7075,George Harrison - All Those Years Ago,radiowien,2021-04-22 10:09:03.250626,George Harrison , All Those Years Ago
7076,George Harrison - Got My Mind Set On You,radiowien,2021-04-30 09:57:02.497963,George Harrison , Got My Mind Set On You
7077,George Michael - Careless Whisper,radiowien,2021-04-24 19:33:03.043616,George Michael , Careless Whisper
7078,George Michael - Faith,radiowien,2021-04-29 09:33:01.857956,George Michael , Faith
7079,George Michael - Move On,radiowien,2021-04-23 21:30:01.556000,George Michael , Move On
7080,George Michael - Star People,radiowien,2021-05-02 02:27:02.152503,George Michael , Star People
7081,George Michael - This Is How (We Want You To Get High),radiowien,2021-04-29 22:27:01.648166,George Michael , This Is How (We Want You To Get High)
7082,George Michael - Too Funky,radiowien,2021-04-27 03:18:01.845322,George Michael , Too Funky
7083,George MichaelM.J.Blige - As,radiowien,2021-04-28 07:27:01.928543,George MichaelM.J.Blige , As
7084,Georgia - About Work The Dancefloor ,fm4,2021-04-23 04:36:02.857123,Georgia , About Work The Dancefloor 
7085,Georgia - Never Let You Go (Alternative Version) ,fm4,2021-04-28 13:12:04.040180,Georgia , Never Let You Go (Alternative Version) 
7086,Georgia - Never Let You Go (Alternative Version) ,fm4,2021-04-27 18:06:02.952107,Georgia , Never Let You Go (Alternative Version) 
7087,Gerard - Höhe Fallen ,fm4,2021-04-28 01:00:02.148308,Gerard , Höhe Fallen 
7088,Gerard - Wach ,fm4,2021-04-21 03:42:02.767507,Gerard , Wach 
7089,Gerard Lenorman & Zaz - La Ballade Des Gens Heureux,radiowien,2021-04-19 18:33:04.152993,Gerard Lenorman & Zaz , La Ballade Des Gens Heureux
7090,Geri Halliwell - Mi Chico Latino,radiowien,2021-04-27 02:09:01.839022,Geri Halliwell , Mi Chico Latino
7091,Gerry Rafferty - Baker Street,radiowien,2021-04-25 23:54:02.030231,Gerry Rafferty , Baker Street
7092,Gert SteinbÃ¤cker - Die Sunn Ã¼ber'n Meer,oe3,2021-04-18 18:51:01.415048,Gert SteinbÃ¤cker , Die Sunn Ã¼ber'n Meer
7093,Gert SteinbÃ¤cker - Steiermark,oe3,2021-04-30 11:27:01.158884,Gert SteinbÃ¤cker , Steiermark
7094,Gert Steinbäcker - Steiermark,oe3,2021-04-30 11:24:00.851718,Gert Steinbäcker , Steiermark
7095,Get Well Soon - Funny Treats ,fm4,2021-04-28 16:57:02.829251,Get Well Soon , Funny Treats 
7096,Get Well Soon - Funny Treats ,fm4,2021-04-21 00:54:02.353843,Get Well Soon , Funny Treats 
7097,Get Well Soon - It's Love ,fm4,2021-04-23 01:48:02.466922,Get Well Soon , It's Love 
7098,Get Well Soon - Roland I Feel You ,fm4,2021-04-26 04:12:01.730255,Get Well Soon , Roland I Feel You 
7099,Ghostpoet - X Marks The Spot ,fm4,2021-05-02 05:27:02.186252,Ghostpoet , X Marks The Spot 
7100,Gianmaria Testa - Lampo,radiowien,2021-04-29 01:30:01.645593,Gianmaria Testa , Lampo
7101,Gianna Charles - Reach Out (Urbs Rx),fm4,2021-04-21 01:24:02.258099,Gianna Charles , Reach Out (Urbs Rx)
7102,Gianna Nannini - Bello e impossibile,radiowien,2021-04-28 18:00:04.485829,Gianna Nannini , Bello e impossibile
7103,Giant Rooks - New Estate ,fm4,2021-04-28 23:18:01.968208,Giant Rooks , New Estate 
7104,Giant Rooks - Watershed ,fm4,2021-05-01 07:06:03.363491,Giant Rooks , Watershed 
7105,Giantree - Life Was Young ,fm4,2021-04-23 02:39:02.350247,Giantree , Life Was Young 
7106,Gibson Brothers - Que Sera Mi Vida,radiowien,2021-04-30 02:24:02.565207,Gibson Brothers , Que Sera Mi Vida
7107,Gigi D'Agostino - L'amour toujours,oe3,2021-04-23 18:24:00.943978,Gigi D'Agostino , L'amour toujours
7108,Gigi D'Agostino - La passion,oe3,2021-04-26 08:09:01.499882,Gigi D'Agostino , La passion
7109,Gilbert - Ich schenk dir meine Freiheit,oe3,2021-04-21 06:18:01.660948,Gilbert , Ich schenk dir meine Freiheit
7110,Gilbert O'Sullivan - Clair,radiowien,2021-04-27 07:57:02.141539,Gilbert O'Sullivan , Clair
7111,Gilbert O'Sullivan - Get Down,radiowien,2021-04-18 15:27:02.238031,Gilbert O'Sullivan , Get Down
7112,Gilbert O'Sullivan - Matrimony,radiowien,2021-04-29 02:27:02.334243,Gilbert O'Sullivan , Matrimony
7113,Gilbert O'Sullivan - What's In A Kiss,radiowien,2021-04-22 00:51:02.060588,Gilbert O'Sullivan , What's In A Kiss
7114,Gilberto Gil - Sarara,radiowien,2021-05-01 18:27:01.962956,Gilberto Gil , Sarara
7115,Gin Wigmore - Black Sheep ,fm4,2021-04-30 18:48:02.258083,Gin Wigmore , Black Sheep 
7116,Gina Disobey - Seeking Asylum Is Not A Crime PSC 2021 Gewinnerin,fm4,2021-04-19 10:51:02.306373,Gina Disobey , Seeking Asylum Is Not A Crime PSC 2021 Gewinnerin
7117,Gipsy Kings - Baila Me,radiowien,2021-04-29 06:27:02.326095,Gipsy Kings , Baila Me
7118,Gipsy Kings - Bamboleo,radiowien,2021-04-27 23:06:02.129669,Gipsy Kings , Bamboleo
7119,Gipsy Kings - Volare (Nel Blu Dipinto Di Blu ),radiowien,2021-05-02 08:54:02.151509,Gipsy Kings , Volare (Nel Blu Dipinto Di Blu )
7120,Giraffage ft. Japanese Breakfast - Maybes (RAC Rmx),fm4,2021-04-20 07:57:02.456788,Giraffage ft. Japanese Breakfast , Maybes (RAC Rmx)
7121,Girl In Red - Bad Idea ,fm4,2021-04-26 18:45:02.702843,Girl In Red , Bad Idea 
7122,Girl In Red - Bad Idea ,fm4,2021-04-28 03:54:02.928193,Girl In Red , Bad Idea 
7123,Girl Ray - Monday Tuesday ,fm4,2021-04-27 23:39:02.731870,Girl Ray , Monday Tuesday 
7124,Girl Ray - Monday Tuesday ,fm4,2021-04-22 02:27:02.391355,Girl Ray , Monday Tuesday 
7125,Girl in Red - Serotonin ,fm4,2021-04-29 15:18:02.108407,Girl in Red , Serotonin 
7126,Girls Of The Internet - Protection ,fm4,2021-04-30 16:09:02.803794,Girls Of The Internet , Protection 
7127,Girls Of The Internet - Protection ,fm4,2021-04-26 17:06:03.065700,Girls Of The Internet , Protection 
7128,Girls Of The Internet - Protection ,fm4,2021-04-20 06:18:02.252819,Girls Of The Internet , Protection 
7129,Girls Of The Internet - Protection ,fm4,2021-04-25 10:18:02.686826,Girls Of The Internet , Protection 
7130,Gladys Knight & The Pips - Baby Don't Change Your Mind,radiowien,2021-04-27 15:24:01.956517,Gladys Knight & The Pips , Baby Don't Change Your Mind
7131,Glasperlenspiel - Geiles Leben,oe3,2021-04-22 10:27:01.212629,Glasperlenspiel , Geiles Leben
7132,Glass Animals - Your Love (Déjà Vu) ,fm4,2021-04-30 15:39:02.549967,Glass Animals , Your Love (Déjà Vu) 
7133,Glenn Frey - This Way To Happiness,radiowien,2021-04-24 08:54:03.745423,Glenn Frey , This Way To Happiness
7134,Glenn Frey - You Belong To The City,radiowien,2021-05-02 03:57:03.062688,Glenn Frey , You Belong To The City
7135,Glenn Medeiros - Nothing's Gonna Change My Love For You,radiowien,2021-04-29 08:54:02.248818,Glenn Medeiros , Nothing's Gonna Change My Love For You
7136,Glockenbach feat. Mougleta - Dancing In The Dirt (Medun Remix),oe3,2021-04-23 17:57:01.145357,Glockenbach feat. Mougleta , Dancing In The Dirt (Medun Remix)
7137,Gloria Estefan - Bad Boy,radiowien,2021-04-25 05:51:02.732166,Gloria Estefan , Bad Boy
7138,Gloria Estefan - Oye,radiowien,2021-04-26 03:27:01.642296,Gloria Estefan , Oye
7139,Gloria Estefan - Oye Mi Canto,radiowien,2021-05-02 04:06:01.252048,Gloria Estefan , Oye Mi Canto
7140,Gloria Estefan - Reach,radiowien,2021-04-22 11:24:02.856677,Gloria Estefan , Reach
7141,Gloria Estefan - Rhythm Is Gonna Get You,radiowien,2021-04-25 21:24:02.242221,Gloria Estefan , Rhythm Is Gonna Get You
7142,Gloria EstefanMiami Sound Machine - Conga,radiowien,2021-05-01 12:06:02.854064,Gloria EstefanMiami Sound Machine , Conga
7143,Gloria Gaynor - Can't Take My Eyes Off You,radiowien,2021-04-24 17:27:02.132979,Gloria Gaynor , Can't Take My Eyes Off You
7144,Gloria Gaynor - I Will Survive,radiowien,2021-04-27 08:51:02.453206,Gloria Gaynor , I Will Survive
7145,Gloria Gaynor - Never Can Say Goodbye,radiowien,2021-04-26 07:24:04.632680,Gloria Gaynor , Never Can Say Goodbye
7146,"Gloria Gaynor - Reach Out, I'll Be There",radiowien,2021-04-30 13:27:02.551691,Gloria Gaynor ," Reach Out, I'll Be There"
7147,Gnarls Barkley - Crazy,radiowien,2021-04-29 15:39:02.551945,Gnarls Barkley , Crazy
7148,Go West - The King of Wishful Thinking,oe3,2021-04-21 18:45:01.028855,Go West , The King of Wishful Thinking
7149,Goat Girl - Badibaba ,fm4,2021-04-20 15:27:02.057571,Goat Girl , Badibaba 
7150,Goat Girl - Badibaba ,fm4,2021-04-27 00:48:02.739389,Goat Girl , Badibaba 
7151,Goat Girl - Badibaba ,fm4,2021-04-29 08:48:03.050698,Goat Girl , Badibaba 
7152,Goldie Ens - Goodbye Joe,radiowien,2021-04-27 10:36:02.537651,Goldie Ens , Goodbye Joe
7153,Goldkante - Lockdown Lovers ,fm4,2021-04-25 23:21:01.330710,Goldkante , Lockdown Lovers 
7154,Goldkante - Ohrfeigenlandschaft ,fm4,2021-04-25 23:18:02.732915,Goldkante , Ohrfeigenlandschaft 
7155,Goldy - Karma ,fm4,2021-04-18 16:33:02.057223,Goldy , Karma 
7156,Gonzales - Working Together ,fm4,2021-05-01 09:30:03.155859,Gonzales , Working Together 
7157,Gonzales - Working Together ,fm4,2021-04-25 18:18:02.534180,Gonzales , Working Together 
7158,Goo Goo Dolls - Give a Little Bit,oe3,2021-05-01 05:42:01.698271,Goo Goo Dolls , Give a Little Bit
7159,Goo Goo Dolls - Iris,radiowien,2021-04-30 15:54:03.094038,Goo Goo Dolls , Iris
7160,Good Wilson - Divine ,fm4,2021-04-24 07:45:02.530113,Good Wilson , Divine 
7161,Good Wilson - Till We Meet Again ,fm4,2021-04-22 05:09:02.550604,Good Wilson , Till We Meet Again 
7162,Gordi - So Here We Are ,fm4,2021-04-25 09:57:02.133160,Gordi , So Here We Are 
7163,Gordon Lightfoot - Sundown,radiowien,2021-04-22 18:12:02.752978,Gordon Lightfoot , Sundown
7164,Gorillaz - Aries (ft. Peter Hook and Georgia),fm4,2021-04-20 01:33:02.151559,Gorillaz , Aries (ft. Peter Hook and Georgia)
7165,Gorillaz - Aries (ft. Peter Hook and Georgia) ,fm4,2021-04-19 13:09:02.463622,Gorillaz , Aries (ft. Peter Hook and Georgia) 
7166,Gorillaz - Aries (ft. Peter Hook and Georgia) ,fm4,2021-04-26 05:51:01.832543,Gorillaz , Aries (ft. Peter Hook and Georgia) 
7167,Gorillaz - Clint Eastwood ,fm4,2021-04-29 07:24:03.253054,Gorillaz , Clint Eastwood 
7168,Gorillaz - Clint Eastwood ,fm4,2021-04-21 08:12:02.014019,Gorillaz , Clint Eastwood 
7169,Gorillaz - Feel Good Inc. ,fm4,2021-04-27 00:36:02.148921,Gorillaz , Feel Good Inc. 
7170,Gorillaz ft George Benson - Humility ,fm4,2021-04-23 15:21:02.750858,Gorillaz ft George Benson , Humility 
7171,Gorillaz ft Shaun Ryder - Dare ,fm4,2021-04-30 02:27:03.019798,Gorillaz ft Shaun Ryder , Dare 
7172,Gossip - Heavy Cross ,fm4,2021-04-30 03:45:03.148916,Gossip , Heavy Cross 
7173,Gossip - Listen Up (New Version) ,fm4,2021-04-26 06:39:02.135681,Gossip , Listen Up (New Version) 
7174,Gossip - Move in the Right Direction,oe3,2021-04-23 20:57:01.644640,Gossip , Move in the Right Direction
7175,Gossip - Move in the right direction,radiowien,2021-04-25 07:51:02.346557,Gossip , Move in the right direction
7176,Gotts Street Park - Everything ,fm4,2021-04-25 08:24:02.432747,Gotts Street Park , Everything 
7177,Gotye feat. Kimbra - Somebody That I Used To Know,radiowien,2021-05-02 04:33:02.561992,Gotye feat. Kimbra , Somebody That I Used To Know
7178,Gotye ft. Kimbra - Somebody That I Used to Know,oe3,2021-04-29 00:45:01.002817,Gotye ft. Kimbra , Somebody That I Used to Know
7179,Grace Jones - I've Seen That Face Before (Libertango),radiowien,2021-04-29 01:27:01.729104,Grace Jones , I've Seen That Face Before (Libertango)
7180,Grace Jones - Pull Up To The Bumper ,fm4,2021-04-20 16:18:02.350809,Grace Jones , Pull Up To The Bumper 
7181,Grace Jones - Slave to the Rhythm,radiowien,2021-04-30 10:24:02.198356,Grace Jones , Slave to the Rhythm
7182,Graf Hadik - Dopamin ,fm4,2021-04-21 06:42:03.768428,Graf Hadik , Dopamin 
7183,Graham Nash - Chicago,radiowien,2021-04-30 00:15:01.360602,Graham Nash , Chicago
7184,Gramatik  Raekwon  Orlando Napier - Native Son,fm4,2021-04-25 08:27:02.642981,Gramatik  Raekwon  Orlando Napier , Native Son
7185,Granada - BlÃ¼te ,fm4,2021-04-25 12:39:03.145765,Granada , BlÃ¼te 
7186,Granada - BlÃ¼te ,fm4,2021-04-28 08:06:02.148184,Granada , BlÃ¼te 
7187,Granada - Blüte ,fm4,2021-05-01 16:15:02.354202,Granada , Blüte 
7188,Granada - Blüte ,fm4,2021-04-30 13:09:04.184419,Granada , Blüte 
7189,Granada - Blüte ,fm4,2021-04-26 18:00:03.055946,Granada , Blüte 
7190,Granada - Blüte ,fm4,2021-04-30 04:06:03.150983,Granada , Blüte 
7191,Granada - Blüte ,fm4,2021-04-27 01:15:02.039696,Granada , Blüte 
7192,Granada - Blüte ,fm4,2021-04-29 01:48:02.031611,Granada , Blüte 
7193,Granada - Blüte ,fm4,2021-04-29 19:21:03.449193,Granada , Blüte 
7194,Granada - Blüte ,fm4,2021-05-01 09:42:02.371093,Granada , Blüte 
7195,Granada - Eh Ok ,fm4,2021-04-27 23:36:02.535561,Granada , Eh Ok 
7196,Granada - Eh Ok ,fm4,2021-04-21 09:33:02.552923,Granada , Eh Ok 
7197,Granada - Eh ok,oe3,2021-04-30 00:21:01.550623,Granada , Eh ok
7198,Granada - Lomari ,fm4,2021-04-23 00:09:04.648451,Granada , Lomari 
7199,Granada - Palmen Am Balkon ,fm4,2021-04-27 18:51:02.530008,Granada , Palmen Am Balkon 
7200,Granada - Pina Colada,oe3,2021-04-26 21:39:01.143297,Granada , Pina Colada
7201,Granada - Pina Colada ,fm4,2021-04-27 04:06:02.312999,Granada , Pina Colada 
7202,Granada - Sauna,oe3,2021-05-01 21:42:01.151840,Granada , Sauna
7203,Graue Lagune: Howie Lee,fm4,2021-04-25 21:03:02.532587,Graue Lagune: Howie Lee,Graue Lagune: Howie Lee
7204,Great Mountain Fire - What You Want Me To Be ,fm4,2021-04-22 03:30:02.259842,Great Mountain Fire , What You Want Me To Be 
7205,Green Day  The Cast of American Idiot - 21 Guns,oe3,2021-04-24 07:48:00.989151,Green Day  The Cast of American Idiot , 21 Guns
7206,Green Day - 21 Guns (Live),oe3,2021-04-29 12:45:04.635916,Green Day , 21 Guns (Live)
7207,Green Day - Basket Case,oe3,2021-04-21 01:48:01.651314,Green Day , Basket Case
7208,Green Day - Boulevard of Broken Dreams,oe3,2021-04-24 04:42:01.690495,Green Day , Boulevard of Broken Dreams
7209,Green Day - Good Riddance (Time of Your Life),oe3,2021-04-18 17:42:00.901783,Green Day , Good Riddance (Time of Your Life)
7210,Green Day - Holiday,oe3,2021-04-22 04:15:00.935111,Green Day , Holiday
7211,Green Day - Know Your Enemy,oe3,2021-04-30 03:42:01.537546,Green Day , Know Your Enemy
7212,Green Day - Know Your Enemy (Live),oe3,2021-04-30 08:18:01.956019,Green Day , Know Your Enemy (Live)
7213,Green Day - When I Come Around,oe3,2021-05-01 22:42:01.151121,Green Day , When I Come Around
7214,Green Day - Working Class Hero,oe3,2021-04-27 18:12:01.067915,Green Day , Working Class Hero
7215,Greentea Peng - Revolution ,fm4,2021-04-21 15:09:02.851230,Greentea Peng , Revolution 
7216,Greentea Peng - Revolution ,fm4,2021-04-27 06:36:02.544311,Greentea Peng , Revolution 
7217,Greentea Peng - Revolution ,fm4,2021-04-29 03:30:02.363364,Greentea Peng , Revolution 
7218,Greentea Peng - Revolution ,fm4,2021-04-30 08:42:02.948907,Greentea Peng , Revolution 
7219,Gregory Abbott - Shake You Down,radiowien,2021-04-23 17:39:02.650889,Gregory Abbott , Shake You Down
7220,Greta (Anne Clark) Thunberg - How Dare You,fm4,2021-04-23 08:51:02.254924,Greta (Anne Clark) Thunberg , How Dare You
7221,Greta (Anne Clark) Thunberg - How Dare You ,fm4,2021-04-28 16:51:02.250070,Greta (Anne Clark) Thunberg , How Dare You 
7222,Greyshadow - The Weight ,fm4,2021-04-30 17:27:02.138008,Greyshadow , The Weight 
7223,Griff - Black Hole,oe3,2021-05-01 03:15:01.133362,Griff , Black Hole
7224,Grimes - Flesh Without Blood ,fm4,2021-04-30 14:33:02.858972,Grimes , Flesh Without Blood 
7225,Grimes - Flesh Without Blood ,fm4,2021-04-27 00:00:02.448599,Grimes , Flesh Without Blood 
7226,Grimes - We Appreciate Power ,fm4,2021-04-26 05:06:02.334348,Grimes , We Appreciate Power 
