,name,station,date,artist,song
6780,FM4 Pop Diary: Warum das Geburtstagskind Lizzo großartig ist,fm4,2021-04-27 17:48:02.963742,FM4 Pop Diary: Warum das Geburtstagskind Lizzo großartig ist,FM4 Pop Diary: Warum das Geburtstagskind Lizzo großartig ist
6781,FM4 Projekt X ,fm4,2021-04-29 22:06:02.654892,FM4 Projekt X ,FM4 Projekt X 
6782,FM4 Sleepless ,fm4,2021-04-25 01:03:02.429366,FM4 Sleepless ,FM4 Sleepless 
6783,FM4 Sleepless ,fm4,2021-05-02 01:06:02.262997,FM4 Sleepless ,FM4 Sleepless 
6784,FM4 Swound Sound ,fm4,2021-04-24 20:03:02.041795,FM4 Swound Sound ,FM4 Swound Sound 
6785,FM4 Swound Sound ,fm4,2021-05-01 20:03:02.274236,FM4 Swound Sound ,FM4 Swound Sound 
6786,FM4 Top FM4 ,fm4,2021-04-30 17:18:02.848916,FM4 Top FM4 ,FM4 Top FM4 
6787,FM4 Top FM4 ,fm4,2021-04-30 18:18:03.161031,FM4 Top FM4 ,FM4 Top FM4 
6788,FM4 Tribe Vibes ,fm4,2021-04-29 20:03:02.053430,FM4 Tribe Vibes ,FM4 Tribe Vibes 
6789,FM4 Unlimited mit DJ Functionist,fm4,2021-04-30 12:06:02.833670,FM4 Unlimited mit DJ Functionist,FM4 Unlimited mit DJ Functionist
6790,FM4 Zimmerservice ,fm4,2021-04-25 19:03:01.732808,FM4 Zimmerservice ,FM4 Zimmerservice 
6791,FM4 Zitatsalat: Spiel: DJ Ötzi,fm4,2021-04-21 11:42:01.964757,FM4 Zitatsalat: Spiel: DJ Ötzi,FM4 Zitatsalat: Spiel: DJ Ötzi
6792,FVLCRVM - Stray Dogs ,fm4,2021-04-24 05:18:02.742008,FVLCRVM , Stray Dogs 
6793,FVLCRVM - Stray Dogs ,fm4,2021-04-22 00:30:02.350303,FVLCRVM , Stray Dogs 
6794,Fab Cuiro - Baby You Can Drive My Car ,fm4,2021-04-20 14:15:02.855593,Fab Cuiro , Baby You Can Drive My Car 
6795,Faces X Mirac - Too Far ,fm4,2021-04-21 03:21:02.667944,Faces X Mirac , Too Far 
6796,Faces X Mirac - Too Far ,fm4,2021-04-18 10:39:02.551655,Faces X Mirac , Too Far 
6797,Faces X Mirac - Too Far ,fm4,2021-04-20 11:51:02.459414,Faces X Mirac , Too Far 
6798,Faint - Southern Belles In London ,fm4,2021-04-20 03:09:02.071864,Faint , Southern Belles In London 
6799,Fairground Attraction - Find My Love,radiowien,2021-04-27 23:42:01.539447,Fairground Attraction , Find My Love
6800,Fairground Attraction - Perfect,radiowien,2021-04-24 12:39:02.331672,Fairground Attraction , Perfect
6801,Faith Hill - Breathe,radiowien,2021-04-28 18:39:01.933516,Faith Hill , Breathe
6802,Faith Hill - There You'll Be,radiowien,2021-04-28 01:15:01.564795,Faith Hill , There You'll Be
6803,Faith Hill - This Kiss,radiowien,2021-04-26 15:33:02.301307,Faith Hill , This Kiss
6804,Faith No More - Easy,radiowien,2021-05-01 03:48:02.149370,Faith No More , Easy
6805,Fakesensations - Selfish Girls Stay Thin ,fm4,2021-04-25 08:06:02.651145,Fakesensations , Selfish Girls Stay Thin 
6806,Falco - America,oe3,2021-04-30 09:09:01.492779,Falco , America
6807,Falco - Auf der Flucht,radiowien,2021-04-28 13:36:02.303348,Falco , Auf der Flucht
6808,Falco - Brillantin' brutal',oe3,2021-04-23 08:09:01.353208,Falco , Brillantin' brutal'
6809,Falco - Data De Groove,radiowien,2021-04-20 22:18:02.166633,Falco , Data De Groove
6810,Falco - Der Kommissar,oe3,2021-05-01 14:12:00.952056,Falco , Der Kommissar
6811,Falco - Egoist,radiowien,2021-04-30 11:15:02.662848,Falco , Egoist
6812,Falco - Emotional,radiowien,2021-04-26 07:48:03.405268,Falco , Emotional
6813,Falco - Ganz Wien ,fm4,2021-04-28 03:27:03.030353,Falco , Ganz Wien 
6814,Falco - Helden von heute,radiowien,2021-04-30 16:48:02.453709,Falco , Helden von heute
6815,Falco - Jeanny,oe3,2021-05-01 03:39:01.242150,Falco , Jeanny
6816,Falco - Junge Roemer,radiowien,2021-04-18 18:42:01.737453,Falco , Junge Roemer
6817,Falco - Junge RÃ¶mer,oe3,2021-04-26 19:27:01.576145,Falco , Junge RÃ¶mer
6818,Falco - Junge Römer,oe3,2021-05-01 23:15:01.124551,Falco , Junge Römer
6819,Falco - Kann es Liebe sein,radiowien,2021-05-01 10:12:01.971047,Falco , Kann es Liebe sein
6820,Falco - Maschine brennt,radiowien,2021-04-27 23:15:02.438501,Falco , Maschine brennt
6821,Falco - MÃ¤nner des Westens (Original),oe3,2021-04-25 17:57:01.981800,Falco , MÃ¤nner des Westens (Original)
6822,Falco - Nachtflug,radiowien,2021-04-24 03:15:01.935075,Falco , Nachtflug
6823,Falco - Nie mehr Schule,oe3,2021-04-22 16:48:01.513453,Falco , Nie mehr Schule
6824,Falco - Nie mehr Schule (2007 Remix),oe3,2021-04-30 17:42:04.195299,Falco , Nie mehr Schule (2007 Remix)
6825,Falco - Nur mit dir,radiowien,2021-04-26 20:42:02.638713,Falco , Nur mit dir
6826,Falco - Rock Me Amadeus,oe3,2021-04-26 05:45:01.808180,Falco , Rock Me Amadeus
6827,Falco - The Sound Of Musik,radiowien,2021-05-01 15:06:02.052711,Falco , The Sound Of Musik
6828,Falco - Titanic,oe3,2021-04-28 06:15:01.425518,Falco , Titanic
6829,Falco - Vienna Calling,radiowien,2021-05-02 06:45:02.648439,Falco , Vienna Calling
6830,Fall Out Boy - Centuries,oe3,2021-04-19 21:48:01.454766,Fall Out Boy , Centuries
6831,Family Of The Year - Hero,radiowien,2021-04-25 06:42:01.942373,Family Of The Year , Hero
6832,Fantasma ft. Moonchild - Shangri La ,fm4,2021-04-29 15:00:01.949313,Fantasma ft. Moonchild , Shangri La 
6833,Faraway Friends - Jal Saheli ,fm4,2021-04-21 02:27:01.857426,Faraway Friends , Jal Saheli 
6834,Faraway Friends - Spring ,fm4,2021-04-21 13:51:02.246481,Faraway Friends , Spring 
6835,Faraway Friends - Spring ,fm4,2021-04-30 07:39:03.453426,Faraway Friends , Spring 
6836,Faraway Friends - Spring ,fm4,2021-04-20 01:03:02.350441,Faraway Friends , Spring 
6837,Faraway Friends - Spring ,fm4,2021-04-29 19:57:02.259725,Faraway Friends , Spring 
6838,Farewell Dear Ghost - Pink Noise ,fm4,2021-04-20 00:27:02.268085,Farewell Dear Ghost , Pink Noise 
6839,Farewell Dear Ghost - Pink Noise ,fm4,2021-04-30 09:24:02.855267,Farewell Dear Ghost , Pink Noise 
6840,Farewell Dear Ghost - We Were Wild Once ,fm4,2021-04-22 18:03:02.004827,Farewell Dear Ghost , We Were Wild Once 
6841,Farhot & Nneka - Check ,fm4,2021-04-22 16:39:05.100133,Farhot & Nneka , Check 
6842,Fat Freddys Drop Joe Dukie - Clean The House ,fm4,2021-04-27 16:51:02.640483,Fat Freddys Drop Joe Dukie , Clean The House 
6843,Fate & Digga Mindz von der Honigdachs-Bande live im Studio,fm4,2021-04-28 13:18:02.691890,Fate & Digga Mindz von der Honigdachs,Bande live im Studio
6844,Fate (Digga Mindz Remix) - Rolle deines Lebens ,fm4,2021-04-28 13:30:05.661285,Fate (Digga Mindz Remix) , Rolle deines Lebens 
6845,Fatima Spar - Biting Creepers ,fm4,2021-04-22 23:39:04.954292,Fatima Spar , Biting Creepers 
6846,Fatima Yamaha - Day We Met ,fm4,2021-04-23 09:09:02.356430,Fatima Yamaha , Day We Met 
6847,Fatoni - Clint Eastwood ,fm4,2021-04-25 16:48:05.065878,Fatoni , Clint Eastwood 
6848,Fauna - Lonely At The Top ,fm4,2021-04-21 13:27:03.129858,Fauna , Lonely At The Top 
6849,Feargal Sharkey - A Good Heart,radiowien,2021-04-28 10:21:02.430879,Feargal Sharkey , A Good Heart
6850,Feater - Money ,fm4,2021-04-23 16:12:02.355154,Feater , Money 
6851,Feater - Money ,fm4,2021-04-18 10:15:02.649712,Feater , Money 
6852,Feater - Money ,fm4,2021-04-22 11:54:02.863690,Feater , Money 
6853,Feist - Anti-Power ,fm4,2021-04-28 19:54:02.132634,Feist ,Feist 
6854,Feist - I Feel It All ,fm4,2021-04-30 01:21:02.451132,Feist , I Feel It All 
6855,Feist - My Moon My Man ,fm4,2021-04-25 06:24:02.629896,Feist , My Moon My Man 
6856,Feist ft Jarvis Cocker - Century ,fm4,2021-04-26 08:30:02.265675,Feist ft Jarvis Cocker , Century 
6857,Felix Jaehn & VIZE feat. Miss Li - Close Your Eyes,oe3,2021-05-01 06:48:01.052834,Felix Jaehn & VIZE feat. Miss Li , Close Your Eyes
6858,Felix Kramer - Nix Zu Spürn ,fm4,2021-04-29 00:06:02.928846,Felix Kramer , Nix Zu Spürn 
6859,Felix Kramer - Red Ma Halt Einfach Was Anderes,fm4,2021-04-26 04:36:02.646149,Felix Kramer , Red Ma Halt Einfach Was Anderes
6860,Ferge X Fisherman - Role ,fm4,2021-04-18 16:30:02.139460,Ferge X Fisherman , Role 
6861,Fergie - Big Girls Don't Cry,oe3,2021-04-27 12:18:01.627322,Fergie , Big Girls Don't Cry
6862,Fiction Factory - Feels Like Heaven,radiowien,2021-04-24 23:21:01.629568,Fiction Factory , Feels Like Heaven
6863,Fidlar - West Coast ,fm4,2021-04-27 17:39:02.055046,Fidlar , West Coast 
6864,Field Music - Do Me A Favour ,fm4,2021-04-19 20:06:02.357957,Field Music , Do Me A Favour 
6865,Field Music - Out of the Frame ,fm4,2021-04-29 15:51:02.408438,Field Music , Out of the Frame 
6866,Fil Bo Riva - Go Rilla ,fm4,2021-04-21 11:06:02.558754,Fil Bo Riva , Go Rilla 
6867,Filous & The Kooks - Hey Love ,fm4,2021-04-21 19:51:02.808949,Filous & The Kooks , Hey Love 
6868,Filous & The Kooks - Hey Love ,fm4,2021-04-25 06:21:02.533352,Filous & The Kooks , Hey Love 
6869,Filous feat. James Hersey - How Hard I Try,oe3,2021-05-01 00:42:01.640912,Filous feat. James Hersey , How Hard I Try
6870,Filous feat. Mat Kearney - Goodbye,oe3,2021-04-20 02:24:01.439693,Filous feat. Mat Kearney , Goodbye
6871,Filous ft klei - Bicycle ,fm4,2021-04-24 10:27:02.533118,Filous ft klei , Bicycle 
6872,Filous ft. Opia - 50 Watt Smile ,fm4,2021-04-30 16:06:03.192354,Filous ft. Opia , 50 Watt Smile 
6873,Filous ft. Opia - 50 Watt Smile ,fm4,2021-04-22 23:45:02.053400,Filous ft. Opia , 50 Watt Smile 
6874,Findlay - Monomania (Nobody Loves You Like I Love You),fm4,2021-04-23 05:36:02.348589,Findlay , Monomania (Nobody Loves You Like I Love You)
6875,Fine Young Cannibals - Good Thing,radiowien,2021-04-30 03:06:02.749631,Fine Young Cannibals , Good Thing
6876,Fine Young Cannibals - She Drives Me Crazy,oe3,2021-04-28 18:51:00.900495,Fine Young Cannibals , She Drives Me Crazy
6877,Fink - Looking Too Closely ,fm4,2021-04-27 08:06:02.691592,Fink , Looking Too Closely 
6878,First Aid Kit - Suzanne (Live) ,fm4,2021-04-21 18:39:03.051172,First Aid Kit , Suzanne (Live) 
6879,First Class - Beach Baby,radiowien,2021-04-24 05:54:02.528914,First Class , Beach Baby
6880,Fiva   Radrum - Frühling ,fm4,2021-04-26 15:51:02.306275,Fiva   Radrum , Frühling 
6881,Fiva - Auf Mich ,fm4,2021-04-25 04:45:02.331251,Fiva , Auf Mich 
6882,Fiva - Das Beste Ist Noch Nicht Vorbei ,fm4,2021-05-02 07:45:02.250217,Fiva , Das Beste Ist Noch Nicht Vorbei 
6883,Flames - Everytime,radiowien,2021-04-30 23:12:02.102921,Flames , Everytime
6884,Fleetwood Mac - Don't Stop,radiowien,2021-04-30 07:15:02.266534,Fleetwood Mac , Don't Stop
6885,Fleetwood Mac - Everywhere,radiowien,2021-05-01 22:39:02.070924,Fleetwood Mac , Everywhere
6886,Fleetwood Mac - Go Your Own Way,radiowien,2021-04-27 16:39:01.754527,Fleetwood Mac , Go Your Own Way
6887,Fleetwood Mac - Go your own way ,fm4,2021-04-30 18:30:02.152524,Fleetwood Mac , Go your own way 
6888,Fleetwood Mac - Hollywood (Some Other Kind Of Town),radiowien,2021-04-20 07:48:01.950637,Fleetwood Mac , Hollywood (Some Other Kind Of Town)
6889,Fleetwood Mac - Little Lies,radiowien,2021-04-25 03:30:01.832409,Fleetwood Mac , Little Lies
6890,Fleetwood Mac - Rhiannon,radiowien,2021-05-01 05:51:01.961675,Fleetwood Mac , Rhiannon
6891,Fleetwood Mac - Say You Love Me,radiowien,2021-04-26 07:51:02.348067,Fleetwood Mac , Say You Love Me
6892,Fleetwood Mac - You Make Loving Fun,radiowien,2021-04-28 10:51:01.928742,Fleetwood Mac , You Make Loving Fun
6893,Flip Capella - Phone,oe3,2021-04-23 02:30:01.626659,Flip Capella , Phone
6894,Flip Capella - We Are Alright,oe3,2021-05-01 22:27:01.239575,Flip Capella , We Are Alright
6895,Flirtmachine - Lovers ,fm4,2021-04-29 23:27:03.162346,Flirtmachine , Lovers 
6896,Flirtmachine - Lovers ,fm4,2021-04-21 11:39:01.952460,Flirtmachine , Lovers 
6897,Flirtmachine - Whisper ,fm4,2021-04-19 00:45:02.407180,Flirtmachine , Whisper 
6898,Flo Fin - Read My Lips,oe3,2021-04-22 21:51:01.856457,Flo Fin , Read My Lips
6899,Flo Rida  David Guetta - Club Can't Handle Me,oe3,2021-04-28 23:45:01.431311,Flo Rida  David Guetta , Club Can't Handle Me
6900,Flo Rida - Good Feeling,oe3,2021-04-26 14:54:01.206685,Flo Rida , Good Feeling
6901,Flora Fauna - Our Way Home ,fm4,2021-05-01 07:24:02.961529,Flora Fauna , Our Way Home 
6902,Flora Fauna - Our Way Home ,fm4,2021-04-23 03:54:03.056481,Flora Fauna , Our Way Home 
6903,Flora Fauna - Our Way Home ,fm4,2021-04-22 17:33:03.550795,Flora Fauna , Our Way Home 
6904,Florence   The Machine - Moderation ,fm4,2021-04-27 10:27:04.283983,Florence   The Machine , Moderation 
6905,Florence   The Machine - You've Got The Love (The Xx rework),fm4,2021-04-25 13:57:02.864413,Florence   The Machine , You've Got The Love (The Xx rework)
6906,Florence + The Machine - Moderation ,fm4,2021-04-29 23:21:02.554089,Florence + The Machine , Moderation 
6907,Florence Arman - Home ,fm4,2021-04-28 16:00:02.131460,Florence Arman , Home 
6908,Florence Arman - In A Heartbeat ,fm4,2021-04-24 06:51:02.929884,Florence Arman , In A Heartbeat 
6909,Florence Arman - Naked ,fm4,2021-04-20 10:54:02.568058,Florence Arman , Naked 
6910,Florence Arman - Out Of The Blue ,fm4,2021-04-24 16:57:02.047416,Florence Arman , Out Of The Blue 
6911,Florence Arman - Out Of The Blue ,fm4,2021-04-23 15:06:02.450073,Florence Arman , Out Of The Blue 
6912,Florence Arman - Out Of The Blue ,fm4,2021-04-18 16:27:02.055098,Florence Arman , Out Of The Blue 
6913,Florence Arman - Out Of The Blue ,fm4,2021-04-19 17:57:01.858643,Florence Arman , Out Of The Blue 
6914,Florence Arman - Out Of The Blue ,fm4,2021-05-02 04:09:02.454279,Florence Arman , Out Of The Blue 
6915,Florence Arman - Out Of The Blue ,fm4,2021-04-27 02:57:02.749583,Florence Arman , Out Of The Blue 
6916,Florence Arman - Out Of The Blue ,fm4,2021-04-18 08:48:02.949242,Florence Arman , Out Of The Blue 
6917,Florence Arman - Out Of The Blue ,fm4,2021-04-23 18:21:02.809993,Florence Arman , Out Of The Blue 
6918,Florence Arman - Out Of The Blue ,fm4,2021-05-01 10:06:03.061848,Florence Arman , Out Of The Blue 
6919,FlowRag - Helden,radiowien,2021-04-29 03:36:01.550938,FlowRag , Helden
6920,Flowrag - Helden,oe3,2021-04-25 20:57:01.230564,Flowrag , Helden
6921,Floy - Soulful Man,radiowien,2021-04-19 02:57:02.102564,Floy , Soulful Man
6922,Flut - Cocktailbar ,fm4,2021-04-28 01:09:01.848669,Flut , Cocktailbar 
6923,Flut - Linz bei Nacht ,fm4,2021-04-20 00:06:01.651017,Flut , Linz bei Nacht 
6924,Fluur - Hello Stranger ,fm4,2021-04-22 04:12:04.588162,Fluur , Hello Stranger 
6925,Fluur - Hello Stranger ,fm4,2021-04-28 01:12:01.756938,Fluur , Hello Stranger 
6926,Flüsterzweieck Abendmelodien: Bauen,fm4,2021-04-21 18:48:02.467766,Flüsterzweieck Abendmelodien: Bauen,Flüsterzweieck Abendmelodien: Bauen
6927,Flüsterzweieck Abendmelodien: Leben,fm4,2021-04-19 19:30:02.564706,Flüsterzweieck Abendmelodien: Leben,Flüsterzweieck Abendmelodien: Leben
6928,Foals - Miami ,fm4,2021-04-22 09:42:03.848812,Foals , Miami 
6929,Foals - My Number ,fm4,2021-04-23 06:12:04.180777,Foals , My Number 
6930,Foals - My Number ,fm4,2021-04-27 03:45:02.441872,Foals , My Number 
6931,Foals - On The Luna ,fm4,2021-05-02 06:00:02.445012,Foals , On The Luna 
6932,Fog - Pneumonia ,fm4,2021-04-29 14:33:02.455339,Fog , Pneumonia 
6933,Folkshilfe - Hey Du,oe3,2021-05-01 19:45:00.923013,Folkshilfe , Hey Du
6934,Folkshilfe - Immer wieder,oe3,2021-04-18 21:21:01.095057,Folkshilfe , Immer wieder
6935,Folkshilfe - Mir laungts,oe3,2021-04-24 23:48:01.891957,Folkshilfe , Mir laungts
6936,Folkshilfe - Nirwana,oe3,2021-04-22 02:48:01.663251,Folkshilfe , Nirwana
6937,Folkshilfe - Seit a poa Tog,oe3,2021-05-02 03:27:01.453464,Folkshilfe , Seit a poa Tog
6938,Folkshilfe - Simone,oe3,2021-04-20 10:21:01.811777,Folkshilfe , Simone
6939,Folkshilfe - Sing,oe3,2021-04-28 21:27:01.511539,Folkshilfe , Sing
6940,Fontaines DC - A Hero's Death (Soulwax Remix),fm4,2021-04-30 10:54:03.014853,Fontaines DC , A Hero's Death (Soulwax Remix)
6941,Fontaines DC - A Hero's Death (Soulwax Remix) ,fm4,2021-04-23 08:57:02.255706,Fontaines DC , A Hero's Death (Soulwax Remix) 
6942,Fontaines DC - A Hero's Death (Soulwax Remix) ,fm4,2021-04-27 04:57:02.748314,Fontaines DC , A Hero's Death (Soulwax Remix) 
6943,Fontaines DC - Big ,fm4,2021-04-18 14:18:04.547802,Fontaines DC , Big 
6944,Foo Fighters - Best of You,oe3,2021-04-27 18:36:01.594798,Foo Fighters , Best of You
6945,Foo Fighters - Learn To Fly (live) ,fm4,2021-04-28 13:51:02.435347,Foo Fighters , Learn To Fly (live) 
6946,Foo Fighters - Learn To Fly ,fm4,2021-04-22 04:39:03.257968,Foo Fighters , Learn To Fly 
6947,Foo Fighters - Waiting On A War ,fm4,2021-04-27 13:21:02.859509,Foo Fighters , Waiting On A War 
6948,Foo Fighters - Waiting On A War ,fm4,2021-04-28 05:06:02.229689,Foo Fighters , Waiting On A War 
6949,Foo Fighters - Waiting On A War ,fm4,2021-04-30 09:45:03.409526,Foo Fighters , Waiting On A War 
6950,Fool's Garden - Lemon Tree,radiowien,2021-04-29 14:27:02.255443,Fool's Garden , Lemon Tree
6951,Foreign Air - Free Animal ,fm4,2021-04-22 16:12:02.145406,Foreign Air , Free Animal 
6952,Foreign Air - Free Animal ,fm4,2021-04-29 11:39:02.849540,Foreign Air , Free Animal 
6953,Foreigner - Cold As Ice,radiowien,2021-04-27 06:18:02.003732,Foreigner , Cold As Ice
6954,Foreigner - Urgent,radiowien,2021-05-01 11:57:02.068530,Foreigner , Urgent
6955,Foster The People - Best Friend ,fm4,2021-04-26 16:09:02.313054,Foster The People , Best Friend 
6956,Foster The People - Pumped Up Kicks ,fm4,2021-04-23 08:42:02.923156,Foster The People , Pumped Up Kicks 
6957,Foster The People - SHC ,fm4,2021-04-19 05:09:02.702227,Foster The People , SHC 
6958,Foster the People - Pumped up Kicks,oe3,2021-04-29 07:15:01.151097,Foster the People , Pumped up Kicks
6959,Foundations - Build Me Up Buttercup,radiowien,2021-05-01 07:51:01.950786,Foundations , Build Me Up Buttercup
6960,"Four Seasons - December 1963, Oh What A Night",radiowien,2021-04-28 08:48:01.830454,Four Seasons ," December 1963, Oh What A Night"
6961,Four Tops - Loco In Acapulco,radiowien,2021-04-29 12:06:02.810628,Four Tops , Loco In Acapulco
6962,Foxes - Kathleen (Live Acoustic) ,fm4,2021-04-20 16:48:02.951273,Foxes , Kathleen (Live Acoustic) 
6963,Foxy Brown Ron Isley - The Letter ,fm4,2021-04-20 09:51:02.555667,Foxy Brown Ron Isley , The Letter 
6964,Frag den Trishes: Luther Vandross,fm4,2021-04-25 16:18:02.334494,Frag den Trishes: Luther Vandross,Frag den Trishes: Luther Vandross
6965,Frag den Trishes: Shaggy,fm4,2021-04-18 16:42:02.749225,Frag den Trishes: Shaggy,Frag den Trishes: Shaggy
6966,Frag die Science Busters: Michael Collins,fm4,2021-05-01 14:51:02.804819,Frag die Science Busters: Michael Collins,Frag die Science Busters: Michael Collins
6967,Frag die Science Busters: Muttermilchimpfung,fm4,2021-04-26 06:15:02.982131,Frag die Science Busters: Muttermilchimpfung,Frag die Science Busters: Muttermilchimpfung
6968,"France Gall - Ella, Elle L'a",radiowien,2021-05-02 08:18:01.449121,France Gall ," Ella, Elle L'a"
6969,France Gall - Haifischbaby ,fm4,2021-04-23 12:00:02.752950,France Gall , Haifischbaby 
6970,"France Gall - Poupee De Cire, Poupee De Son",radiowien,2021-05-01 23:09:01.263441,France Gall ," Poupee De Cire, Poupee De Son"
6971,Francis International Airport - All Your Lines End In Me,fm4,2021-04-27 13:54:04.167054,Francis International Airport , All Your Lines End In Me
6972,Francis International Airport - Feet Of Clay ,fm4,2021-04-22 16:30:01.950945,Francis International Airport , Feet Of Clay 
6973,Francis International Airport - Monsters,fm4,2021-04-24 09:24:02.554270,Francis International Airport , Monsters
6974,Francois & The Atlas Mountains - Holly Golightly,fm4,2021-04-22 02:42:03.291894,Francois & The Atlas Mountains , Holly Golightly
6975,"Francoise Hardy, Alain Souchon - Soleil",radiowien,2021-04-24 14:51:02.329150,"Francoise Hardy, Alain Souchon ", Soleil
6976,Frank Ocean - Lost ,fm4,2021-04-18 14:51:04.534012,Frank Ocean , Lost 
6977,Frank Ocean - Lost ,fm4,2021-04-25 07:42:02.333187,Frank Ocean , Lost 
6978,Frank Ocean - Lost ,fm4,2021-04-28 00:09:04.055675,Frank Ocean , Lost 
6979,Frank Ocean - Lost ,fm4,2021-04-23 10:39:02.550362,Frank Ocean , Lost 
6980,"Frank Ocean, Diplo, Mick Jones and Paul Simonon - Hero",fm4,2021-05-01 09:00:02.558147,"Frank Ocean, Diplo, Mick Jones and Paul Simonon ", Hero
6981,Frank Sinatra & Bono - I've Got You Under My Skin,radiowien,2021-05-01 23:42:01.751983,Frank Sinatra & Bono , I've Got You Under My Skin
6982,Frank Sinatra - My Way,radiowien,2021-04-26 22:15:02.742026,Frank Sinatra , My Way
6983,Frank Sinatra - Strangers In The Night,radiowien,2021-04-26 17:15:02.104958,Frank Sinatra , Strangers In The Night
6984,Frank SinatraNancy Sinatra - Something Stupid,radiowien,2021-05-01 15:15:02.464474,Frank SinatraNancy Sinatra , Something Stupid
6985,Frankie Goes To Hollywood - Relax,radiowien,2021-04-23 20:24:01.556364,Frankie Goes To Hollywood , Relax
6986,Frankie Goes To Hollywood - The Power Of Love,radiowien,2021-04-22 21:54:01.661880,Frankie Goes To Hollywood , The Power Of Love
6987,Frans - If I Were Sorry,oe3,2021-04-25 16:36:01.803008,Frans , If I Were Sorry
6988,Franz Ferdinand - Always Ascending ,fm4,2021-04-23 15:54:02.842579,Franz Ferdinand , Always Ascending 
6989,Franz Ferdinand - Love Illumination ,fm4,2021-04-25 04:33:01.730521,Franz Ferdinand , Love Illumination 
6990,Franzobel empfiehlt ÂWassermusikÂ von T.C. Boyle,fm4,2021-04-25 14:24:03.231446,Franzobel empfiehlt ÂWassermusikÂ von T.C. Boyle,Franzobel empfiehlt ÂWassermusikÂ von T.C. Boyle
6991,Franzobel Ã¼ber das Erobern von Schreibstoff und das Schreibe ...,fm4,2021-04-25 14:36:02.830439,Franzobel Ã¼ber das Erobern von Schreibstoff und das Schreibe ...,Franzobel Ã¼ber das Erobern von Schreibstoff und das Schreibe ...
6992,Fratellis - Chelsea Dagger ,fm4,2021-04-22 11:06:02.550853,Fratellis , Chelsea Dagger 
6993,Freddie Mercury - I Was Born to Love You,oe3,2021-04-21 07:12:01.227713,Freddie Mercury , I Was Born to Love You
6994,Freddie MercuryMontserrat Caballe - Barcelona,radiowien,2021-05-02 07:42:02.443267,Freddie MercuryMontserrat Caballe , Barcelona
6995,Freddy Quinn - Schoen war die Zeit,radiowien,2021-04-26 12:48:02.139750,Freddy Quinn , Schoen war die Zeit
6996,Free - All Right Now,radiowien,2021-04-21 18:33:02.363153,Free , All Right Now
6997,Free Nationals - Rene (Ft Callum Connor) ,fm4,2021-05-02 07:57:02.938698,Free Nationals , Rene (Ft Callum Connor) 
6998,Freedom Fry - The Words ,fm4,2021-04-22 22:48:02.058117,Freedom Fry , The Words 
6999,Freedom Fry - The Words ,fm4,2021-04-22 03:57:02.654545,Freedom Fry , The Words 
7000,Freesi - Funky Thing ,fm4,2021-04-18 15:30:02.354464,Freesi , Funky Thing 
7001,Freya Ridings - Castles,oe3,2021-05-02 02:30:02.754016,Freya Ridings , Castles
7002,Friedberg - Boom ,fm4,2021-04-24 06:42:01.835687,Friedberg , Boom 
7003,Friedberg - Lizzy ,fm4,2021-04-18 14:09:02.593582,Friedberg , Lizzy 
7004,Friedberg - Lizzy ,fm4,2021-04-29 17:09:02.849109,Friedberg , Lizzy 
7005,Friedberg - Yeah ,fm4,2021-04-24 16:09:02.629731,Friedberg , Yeah 
7006,Friedberg - Yeah ,fm4,2021-04-20 13:12:05.026759,Friedberg , Yeah 
7007,Friedberg - Yeah ,fm4,2021-04-19 18:00:02.160453,Friedberg , Yeah 
7008,Friedberg - Yeah ,fm4,2021-05-01 05:06:02.448870,Friedberg , Yeah 
7009,Friedberg - Yeah ,fm4,2021-04-28 23:57:01.739155,Friedberg , Yeah 
7010,Friedberg - Yeah ,fm4,2021-04-27 02:06:02.843835,Friedberg , Yeah 
7011,Friedberg - Yeah ,fm4,2021-04-30 09:18:02.598491,Friedberg , Yeah 
7012,Friendly Fires - Let Me In ,fm4,2021-04-22 11:45:02.506033,Friendly Fires , Let Me In 
7013,Friendly Fires - Run The Wild Flowers,fm4,2021-04-20 08:54:02.352368,Friendly Fires , Run The Wild Flowers
7014,Frum - Ocean ,fm4,2021-05-02 04:24:02.707353,Frum , Ocean 
7015,Fugees - No Woman No Cry,oe3,2021-04-24 19:57:01.819557,Fugees , No Woman No Cry
7016,Fun - We Are Young,radiowien,2021-04-29 18:57:01.549099,Fun , We Are Young
7017,Fun. - Some Nights,oe3,2021-05-01 16:24:02.013068,Fun. , Some Nights
7018,Fur Coat - You And I ,fm4,2021-04-21 06:27:01.953382,Fur Coat , You And I 
7019,Future Islands - Cave ,fm4,2021-04-26 13:57:02.905701,Future Islands , Cave 
7020,Fuzzman - Hände weg von Allem ,fm4,2021-04-20 10:57:02.750586,Fuzzman , Hände weg von Allem 
7021,GASHI - Roses ,fm4,2021-04-20 10:48:02.754452,GASHI , Roses 
7022,GIVVEN - Blameless ,fm4,2021-04-22 00:48:02.450816,GIVVEN , Blameless 
7023,GIVVEN - Blameless ,fm4,2021-04-26 09:06:01.931058,GIVVEN , Blameless 
7024,Gabriella Cilmi - Sweet About Me,radiowien,2021-04-29 14:33:02.044352,Gabriella Cilmi , Sweet About Me
7025,Gabrielle - Rise,radiowien,2021-04-26 16:45:01.900650,Gabrielle , Rise
7026,Galv - Phonk Station ,fm4,2021-04-18 16:51:02.651414,Galv , Phonk Station 
